Task name, Task description, Start time, End time, Duration,Duration in hours, Note, Category
"Skills","","08/09/2018 3:44 pm","08/09/2018 3:48 pm","00:03:39",0.0608458,"","Skills"
"Puzzles","","08/09/2018 3:48 pm","08/09/2018 4:06 pm","00:18:59",0.3164695,"","Puzzles"
"PhD","","08/09/2018 5:38 pm","08/09/2018 5:46 pm","00:07:52",0.1312594,"","Deep work"
"Skills","","08/09/2018 5:46 pm","08/09/2018 5:53 pm","00:07:08",0.1189019,"","Skills"
"Review","","08/09/2018 5:53 pm","08/09/2018 5:55 pm","00:01:34",0.0261872,"","Puzzles"
"Puzzles","","08/09/2018 5:55 pm","08/09/2018 5:58 pm","00:03:56",0.0656493,"","Puzzles"
"PhD","","08/09/2018 5:58 pm","08/09/2018 6:17 pm","00:18:35",0.3097314,"","Deep work"
"Review","","09/09/2018 7:35 am","09/09/2018 7:36 am","00:01:21",0.0227689,"","Puzzles"
"Review","","09/09/2018 7:53 am","09/09/2018 7:58 am","00:05:25",0.0905531,"","Puzzles"
"Puzzles","","09/09/2018 8:26 am","09/09/2018 8:31 am","00:04:45",0.0792833,"","Puzzles"
"Puzzles","","09/09/2018 8:31 am","09/09/2018 8:50 am","00:19:22",0.3229481,"","Puzzles"
"Review","","09/09/2018 8:50 am","09/09/2018 8:52 am","00:01:10",0.0196969,"","Puzzles"
"Puzzles","","09/09/2018 8:52 am","09/09/2018 9:05 am","00:13:17",0.2215312,"","Puzzles"
"PhD","","09/09/2018 9:37 am","09/09/2018 9:53 am","00:15:32",0.2589626,"","Deep work"
"Puzzles","","09/09/2018 2:12 pm","09/09/2018 2:33 pm","00:20:51",0.3476588,"","Puzzles"
"Review","","09/09/2018 2:34 pm","09/09/2018 2:57 pm","00:23:42",0.3952095,"","Puzzles"
"Review","","10/09/2018 6:57 am","10/09/2018 7:04 am","00:07:18",0.1218611,"","Puzzles"
"Puzzles","","10/09/2018 7:16 am","10/09/2018 7:18 am","00:01:50",0.0306900,"","Puzzles"
"Review","","10/09/2018 7:18 am","10/09/2018 7:23 am","00:04:57",0.0827763,"","Puzzles"
"PhD","","10/09/2018 7:23 am","10/09/2018 7:46 am","00:23:33",0.3925671,"","Deep work"
"PhD","","10/09/2018 9:15 am","10/09/2018 9:33 am","00:17:57",0.2992347,"","Deep work"
"Skills","","10/09/2018 10:22 am","10/09/2018 10:26 am","00:04:30",0.0750800,"","Skills"
"Puzzles","","10/09/2018 10:26 am","10/09/2018 10:29 am","00:02:46",0.0461700,"","Puzzles"
"PhD","","10/09/2018 10:29 am","10/09/2018 10:49 am","00:19:18",0.3218366,"","Deep work"
"Skills","","10/09/2018 10:49 am","10/09/2018 10:54 am","00:05:02",0.0839609,"","Skills"
"Review","","10/09/2018 10:55 am","10/09/2018 11:03 am","00:08:26",0.1406773,"","Puzzles"
"Puzzles","","10/09/2018 11:34 am","10/09/2018 11:54 am","00:20:15",0.3376602,"","Puzzles"
"PhD","","10/09/2018 11:55 am","10/09/2018 12:11 pm","00:16:22",0.2728974,"","Deep work"
"Skills","","10/09/2018 12:11 pm","10/09/2018 12:16 pm","00:05:14",0.0873087,"","Skills"
"Review","","10/09/2018 12:16 pm","10/09/2018 12:20 pm","00:04:01",0.0669815,"","Puzzles"
"PhD","","10/09/2018 12:21 pm","10/09/2018 12:41 pm","00:20:31",0.3420642,"","Deep work"
"Review","","10/09/2018 12:41 pm","10/09/2018 1:09 pm","00:27:59",0.4664429,"","Puzzles"
"Skills","","10/09/2018 1:09 pm","10/09/2018 1:20 pm","00:11:03",0.1842438,"","Skills"
"Review","","10/09/2018 1:20 pm","10/09/2018 1:25 pm","00:04:40",0.0779001,"","Puzzles"
"Puzzles","","10/09/2018 1:27 pm","10/09/2018 1:42 pm","00:14:13",0.2370330,"","Puzzles"
"Community ","","10/09/2018 1:42 pm","10/09/2018 2:22 pm","00:40:34",0.6763275,"","Puzzles"
"Puzzles","","10/09/2018 3:33 pm","10/09/2018 3:45 pm","00:11:30",0.1919227,"","Puzzles"
"Review","","10/09/2018 3:45 pm","10/09/2018 3:46 pm","00:01:17",0.0214045,"","Puzzles"
"PhD","","10/09/2018 3:46 pm","10/09/2018 4:06 pm","00:20:18",0.3385487,"","Deep work"
"Review","","10/09/2018 4:06 pm","10/09/2018 4:08 pm","00:01:50",0.0307380,"","Puzzles"
"Skills","","10/09/2018 4:17 pm","10/09/2018 4:52 pm","00:35:05",0.5848351,"","Skills"
"Review","","11/09/2018 7:05 am","11/09/2018 7:12 am","00:07:03",0.1175097,"","Puzzles"
"Puzzles","","11/09/2018 7:40 am","11/09/2018 7:42 am","00:02:16",0.0380548,"","Puzzles"
"Puzzles","","11/09/2018 7:42 am","11/09/2018 7:49 am","00:06:56",0.1155763,"","Puzzles"
"Puzzles","","11/09/2018 7:53 am","11/09/2018 7:57 am","00:03:56",0.0655952,"","Puzzles"
"Review","","11/09/2018 7:57 am","11/09/2018 8:01 am","00:04:03",0.0675900,"","Puzzles"
"Skills","","11/09/2018 11:44 am","11/09/2018 12:08 pm","00:23:52",0.3979619,"","Skills"
"PhD","","11/09/2018 12:19 pm","11/09/2018 12:22 pm","00:02:51",0.0477066,"","Deep work"
"Puzzles","","11/09/2018 12:22 pm","11/09/2018 12:42 pm","00:20:13",0.3371428,"","Puzzles"
"PhD","","11/09/2018 12:42 pm","11/09/2018 1:02 pm","00:20:25",0.3403824,"","Deep work"
"PhD","","11/09/2018 1:42 pm","11/09/2018 2:24 pm","00:41:36",0.6935210,"","Deep work"
"Review","","11/09/2018 2:24 pm","11/09/2018 2:25 pm","00:01:00",0.0168500,"","Puzzles"
"PhD","","11/09/2018 2:30 pm","11/09/2018 2:33 pm","00:02:52",0.0480040,"","Deep work"
"Skills","","11/09/2018 2:33 pm","11/09/2018 2:35 pm","00:02:26",0.0407746,"","Skills"
"Puzzles","","11/09/2018 2:35 pm","11/09/2018 2:49 pm","00:13:36",0.2267858,"","Puzzles"
"PhD","","11/09/2018 2:49 pm","11/09/2018 3:18 pm","00:29:11",0.4864577,"","Deep work"
"Skills","","11/09/2018 3:19 pm","11/09/2018 3:30 pm","00:11:17",0.1881925,"","Skills"
"Review","","11/09/2018 3:30 pm","11/09/2018 3:33 pm","00:03:01",0.0505333,"","Puzzles"
"Puzzles","","11/09/2018 3:33 pm","11/09/2018 3:41 pm","00:07:16",0.1211873,"","Puzzles"
"Skills","","11/09/2018 3:41 pm","11/09/2018 3:44 pm","00:03:38",0.0605581,"","Skills"
"PhD","","11/09/2018 3:44 pm","11/09/2018 3:55 pm","00:10:22",0.1727947,"","Deep work"
"Review","","11/09/2018 3:55 pm","11/09/2018 4:21 pm","00:26:19",0.4386744,"","Puzzles"
"Skills","","12/09/2018 7:07 am","12/09/2018 7:14 am","00:07:18",0.1218120,"","Skills"
"Review","","12/09/2018 7:55 am","12/09/2018 8:05 am","00:09:48",0.1635010,"","Puzzles"
"Puzzles","","12/09/2018 8:05 am","12/09/2018 8:08 am","00:03:31",0.0587847,"","Puzzles"
"PhD","","12/09/2018 12:44 pm","12/09/2018 12:48 pm","00:03:49",0.0638604,"","Deep work"
"Puzzles","","12/09/2018 12:48 pm","12/09/2018 12:58 pm","00:10:33",0.1758426,"","Puzzles"
"Skills","","12/09/2018 12:58 pm","12/09/2018 1:00 pm","00:01:26",0.0241112,"","Skills"
"Skills","","12/09/2018 1:02 pm","12/09/2018 1:07 pm","00:05:00",0.0833729,"","Skills"
"PhD","","12/09/2018 1:07 pm","12/09/2018 1:34 pm","00:27:04",0.4512108,"","Deep work"
"Review","","12/09/2018 1:37 pm","12/09/2018 1:39 pm","00:01:37",0.0271574,"","Puzzles"
"Puzzles","","12/09/2018 1:39 pm","12/09/2018 1:44 pm","00:05:57",0.0994398,"","Puzzles"
"Review","","12/09/2018 1:51 pm","12/09/2018 1:53 pm","00:01:49",0.0303014,"","Puzzles"
"PhD","","12/09/2018 1:53 pm","12/09/2018 1:58 pm","00:04:51",0.0809668,"","Deep work"
"Skills","","12/09/2018 1:58 pm","12/09/2018 2:10 pm","00:11:48",0.1968273,"","Skills"
"Puzzles","","12/09/2018 2:10 pm","12/09/2018 2:40 pm","00:30:16",0.5046838,"","Puzzles"
"PhD","","12/09/2018 2:59 pm","12/09/2018 3:19 pm","00:20:06",0.3350205,"","Deep work"
"PhD","","12/09/2018 3:20 pm","12/09/2018 3:24 pm","00:04:08",0.0691216,"","Deep work"
"Skills","","12/09/2018 3:24 pm","12/09/2018 3:29 pm","00:05:29",0.0916103,"","Skills"
"Puzzles","","12/09/2018 3:29 pm","12/09/2018 3:32 pm","00:03:14",0.0539093,"","Puzzles"
"Review","","12/09/2018 3:32 pm","12/09/2018 3:36 pm","00:03:37",0.0604169,"","Puzzles"
"PhD","","12/09/2018 3:36 pm","12/09/2018 3:56 pm","00:19:42",0.3284383,"","Deep work"
"Puzzles","","12/09/2018 4:02 pm","12/09/2018 4:21 pm","00:18:59",0.3165284,"","Puzzles"
"Deep work","","12/09/2018 4:49 pm","12/09/2018 5:16 pm","00:26:45",0.4459815,"","Deep work"
"PhD","","12/09/2018 5:16 pm","12/09/2018 5:37 pm","00:20:58",0.3495792,"","Deep work"
"Review","","12/09/2018 5:37 pm","12/09/2018 5:39 pm","00:01:29",0.0247722,"","Puzzles"
"Puzzles","","12/09/2018 5:39 pm","12/09/2018 5:46 pm","00:07:30",0.1252525,"","Puzzles"
"Puzzles","","12/09/2018 5:46 pm","12/09/2018 5:48 pm","00:01:57",0.0325755,"","Puzzles"
"PhD","","12/09/2018 9:11 pm","12/09/2018 9:15 pm","00:03:26",0.0572537,"","Deep work"
"Puzzles","","12/09/2018 9:15 pm","12/09/2018 9:35 pm","00:19:36",0.3269345,"","Puzzles"
"PhD","","12/09/2018 9:35 pm","12/09/2018 9:57 pm","00:22:49",0.3805393,"","Deep work"
"Review","","13/09/2018 12:10 pm","13/09/2018 12:24 pm","00:14:21",0.2392164,"","Puzzles"
"PhD","","13/09/2018 12:38 pm","13/09/2018 12:44 pm","00:06:35",0.1097452,"","Deep work"
"Skills","","13/09/2018 12:44 pm","13/09/2018 12:46 pm","00:02:13",0.0370297,"","Skills"
"Puzzles","","13/09/2018 12:46 pm","13/09/2018 12:52 pm","00:05:28",0.0911808,"","Puzzles"
"Review","","13/09/2018 12:52 pm","13/09/2018 12:54 pm","00:02:27",0.0408405,"","Puzzles"
"PhD","","13/09/2018 1:02 pm","13/09/2018 1:26 pm","00:24:11",0.4032959,"","Deep work"
"Deep work","","13/09/2018 1:26 pm","13/09/2018 1:40 pm","00:14:03",0.2341942,"","Deep work"
"Puzzles","","13/09/2018 2:09 pm","13/09/2018 2:16 pm","00:07:26",0.1238971,"","Puzzles"
"PhD","","13/09/2018 2:25 pm","13/09/2018 2:28 pm","00:03:06",0.0518545,"","Deep work"
"Skills","","13/09/2018 2:28 pm","13/09/2018 2:40 pm","00:12:35",0.2099997,"","Skills"
"PhD","","13/09/2018 2:58 pm","13/09/2018 3:20 pm","00:21:49",0.3638886,"","Deep work"
"Review","","13/09/2018 3:20 pm","13/09/2018 3:21 pm","00:01:43",0.0287735,"","Puzzles"
"PhD","","13/09/2018 3:21 pm","13/09/2018 3:26 pm","00:04:09",0.0693963,"","Deep work"
"Review","","13/09/2018 3:28 pm","13/09/2018 3:43 pm","00:14:41",0.2448458,"","Puzzles"
"Skills","","13/09/2018 3:43 pm","13/09/2018 3:47 pm","00:04:17",0.0716376,"","Skills"
"Deep work","","13/09/2018 3:48 pm","13/09/2018 4:03 pm","00:14:54",0.2485885,"","Deep work"
"Puzzles","","13/09/2018 4:21 pm","13/09/2018 4:41 pm","00:20:05",0.3349505,"","Puzzles"
"Review","","13/09/2018 4:41 pm","13/09/2018 4:45 pm","00:04:11",0.0697565,"","Puzzles"
"Review","","14/09/2018 6:55 am","14/09/2018 7:01 am","00:05:27",0.0910797,"","Puzzles"
"Puzzles","","14/09/2018 7:30 am","14/09/2018 7:35 am","00:05:44",0.0956779,"","Puzzles"
"PhD","","14/09/2018 7:36 am","14/09/2018 7:41 am","00:05:14",0.0873460,"","Deep work"
"Skills","","14/09/2018 7:41 am","14/09/2018 7:48 am","00:06:31",0.1086226,"","Skills"
"PhD","","14/09/2018 8:06 am","14/09/2018 8:17 am","00:10:42",0.1785435,"","Deep work"
"Deep work","","14/09/2018 8:17 am","14/09/2018 8:30 am","00:12:34",0.2095156,"","Deep work"
"Skills","","14/09/2018 10:55 am","14/09/2018 11:16 am","00:20:21",0.3392932,"","Skills"
"Skills","","14/09/2018 11:16 am","14/09/2018 11:34 am","00:17:42",0.2951112,"","Skills"
"Puzzles","","14/09/2018 11:34 am","14/09/2018 11:38 am","00:04:25",0.0737121,"","Puzzles"
"PhD","","14/09/2018 11:48 am","14/09/2018 11:56 am","00:08:40",0.1444765,"","Deep work"
"Deep work","","14/09/2018 11:59 am","14/09/2018 12:06 pm","00:07:05",0.1182857,"","Deep work"
"PhD","","14/09/2018 12:06 pm","14/09/2018 12:10 pm","00:04:19",0.0719904,"","Deep work"
"Deep work","","14/09/2018 1:15 pm","14/09/2018 1:56 pm","00:40:23",0.6732556,"","Deep work"
"Skills","","14/09/2018 4:17 pm","14/09/2018 4:22 pm","00:04:55",0.0821151,"","Skills"
"Skills","","14/09/2018 4:25 pm","14/09/2018 4:42 pm","00:16:05",0.2681019,"","Skills"
"Review","","16/09/2018 8:16 am","16/09/2018 8:21 am","00:05:32",0.0922292,"","Puzzles"
"Review","","16/09/2018 8:23 am","16/09/2018 8:25 am","00:02:30",0.0416853,"","Puzzles"
"PhD","","16/09/2018 8:25 am","16/09/2018 8:35 am","00:10:11",0.1698570,"","Deep work"
"Puzzles","","16/09/2018 8:59 am","16/09/2018 9:03 am","00:03:47",0.0632767,"","Puzzles"
"Review","","16/09/2018 9:03 am","16/09/2018 9:05 am","00:01:55",0.0320760,"","Puzzles"
"PhD","","16/09/2018 9:14 am","16/09/2018 9:30 am","00:16:13",0.2703825,"","Deep work"
"PhD","","16/09/2018 2:30 pm","16/09/2018 3:22 pm","00:51:14",0.8541245,"","Deep work"
"Review","","16/09/2018 3:22 pm","16/09/2018 3:28 pm","00:06:12",0.1034665,"","Puzzles"
"Deep work","","16/09/2018 3:28 pm","16/09/2018 4:15 pm","00:46:37",0.7769784,"","Deep work"
"Deep work","","16/09/2018 4:18 pm","16/09/2018 4:51 pm","00:33:31",0.5586804,"","Deep work"
"Skills","","16/09/2018 5:10 pm","16/09/2018 5:25 pm","00:14:54",0.2483921,"","Skills"
"Skills","","16/09/2018 5:25 pm","16/09/2018 5:27 pm","00:01:58",0.0329822,"","Skills"
"Review","","17/09/2018 6:58 am","17/09/2018 7:03 am","00:05:41",0.0948600,"","Puzzles"
"PhD","","17/09/2018 7:03 am","17/09/2018 7:07 am","00:04:10",0.0695208,"","Deep work"
"Puzzles","","17/09/2018 7:14 am","17/09/2018 7:16 am","00:01:35",0.0265146,"","Puzzles"
"PhD","","17/09/2018 7:16 am","17/09/2018 7:18 am","00:02:19",0.0387869,"","Deep work"
"Skills","","17/09/2018 7:18 am","17/09/2018 7:19 am","00:01:18",0.0217888,"","Skills"
"Puzzles","","17/09/2018 7:19 am","17/09/2018 7:23 am","00:03:30",0.0584488,"","Puzzles"
"PhD","","17/09/2018 7:23 am","17/09/2018 7:48 am","00:25:01",0.4169561,"","Deep work"
"PhD","","17/09/2018 3:11 pm","17/09/2018 3:34 pm","00:23:30",0.3917971,"","Deep work"
"Deep work","","17/09/2018 3:34 pm","17/09/2018 3:54 pm","00:19:55",0.3319579,"","Deep work"
"Deep work","","17/09/2018 4:04 pm","17/09/2018 4:27 pm","00:23:03",0.3842315,"","Deep work"
"Skills","","17/09/2018 4:45 pm","17/09/2018 4:52 pm","00:06:42",0.1119300,"","Skills"
"Skills","","18/09/2018 9:56 am","18/09/2018 10:38 am","00:42:23",0.7064071,"","Skills"
"Skills","","18/09/2018 10:57 am","18/09/2018 11:02 am","00:04:21",0.0725481,"","Skills"
"Review","","18/09/2018 11:02 am","18/09/2018 11:08 am","00:05:57",0.0992888,"","Puzzles"
"PhD","","18/09/2018 11:08 am","18/09/2018 11:09 am","00:01:19",0.0219868,"","Deep work"
"Puzzles","","18/09/2018 11:10 am","18/09/2018 11:13 am","00:03:31",0.0586263,"","Puzzles"
"PhD","","18/09/2018 11:13 am","18/09/2018 11:15 am","00:01:24",0.0235470,"","Deep work"
"Review","","18/09/2018 11:15 am","18/09/2018 11:16 am","00:01:41",0.0281689,"","Puzzles"
"Skills","","19/09/2018 5:04 am","19/09/2018 5:12 am","00:08:48",0.1468367,"","Skills"
"Review","","19/09/2018 9:07 am","19/09/2018 9:12 am","00:04:35",0.0764598,"","Puzzles"
"PhD","","19/09/2018 9:12 am","19/09/2018 9:24 am","00:12:03",0.2010873,"","Deep work"
"Skills","","19/09/2018 9:24 am","19/09/2018 9:29 am","00:05:04",0.0844875,"","Skills"
"PhD","","19/09/2018 10:55 am","19/09/2018 11:15 am","00:20:09",0.3360698,"","Deep work"
"Deep work","","19/09/2018 11:19 am","19/09/2018 11:33 am","00:14:17",0.2380683,"","Deep work"
"Skills","","19/09/2018 11:33 am","19/09/2018 11:34 am","00:01:11",0.0198912,"","Skills"
"Skills","","19/09/2018 11:40 am","19/09/2018 11:46 am","00:06:28",0.1079421,"","Skills"
"Puzzles","","19/09/2018 11:46 am","19/09/2018 11:48 am","00:01:56",0.0324698,"","Puzzles"
"PhD","","19/09/2018 11:48 am","19/09/2018 12:08 pm","00:20:04",0.3346818,"","Deep work"
"PhD","","19/09/2018 12:35 pm","19/09/2018 12:40 pm","00:05:43",0.0955105,"","Deep work"
"Puzzles","","19/09/2018 2:35 pm","19/09/2018 2:54 pm","00:18:30",0.3084004,"","Puzzles"
"PhD","","19/09/2018 2:59 pm","19/09/2018 3:04 pm","00:05:18",0.0885722,"","Deep work"
"Skills","","19/09/2018 3:04 pm","19/09/2018 3:27 pm","00:23:16",0.3879255,"","Skills"
"Puzzles","","19/09/2018 4:52 pm","19/09/2018 5:19 pm","00:27:01",0.4504086,"","Puzzles"
"Review","","20/09/2018 9:53 am","20/09/2018 9:56 am","00:02:29",0.0416000,"","Puzzles"
"PhD","","20/09/2018 9:56 am","20/09/2018 9:59 am","00:03:39",0.0610937,"","Deep work"
"Skills","","20/09/2018 9:59 am","20/09/2018 10:01 am","00:01:16",0.0211369,"","Skills"
"Puzzles","","20/09/2018 10:01 am","20/09/2018 10:04 am","00:02:54",0.0484021,"","Puzzles"
"PhD","","20/09/2018 10:04 am","20/09/2018 10:07 am","00:03:15",0.0542822,"","Deep work"
"Skills","","20/09/2018 10:07 am","20/09/2018 10:09 am","00:01:45",0.0292012,"","Skills"
"Puzzles","","20/09/2018 10:09 am","20/09/2018 10:22 am","00:12:47",0.2133180,"","Puzzles"
"PhD","","20/09/2018 10:48 am","20/09/2018 11:02 am","00:14:40",0.2446843,"","Deep work"
"PhD","","20/09/2018 11:03 am","20/09/2018 11:15 am","00:12:46",0.2129335,"","Deep work"
"Skills","","20/09/2018 11:24 am","20/09/2018 11:45 am","00:20:55",0.3488392,"","Skills"
"Review","","20/09/2018 11:45 am","20/09/2018 11:48 am","00:02:24",0.0402421,"","Puzzles"
"Puzzles","","20/09/2018 1:30 pm","20/09/2018 1:50 pm","00:19:25",0.3238381,"","Puzzles"
"PhD","","20/09/2018 1:50 pm","20/09/2018 2:10 pm","00:20:06",0.3351835,"","Deep work"
"Skills","","20/09/2018 2:10 pm","20/09/2018 2:57 pm","00:47:07",0.7853466,"","Skills"
"Puzzles","","20/09/2018 2:57 pm","20/09/2018 3:18 pm","00:20:57",0.3491696,"","Puzzles"
"Review","","20/09/2018 3:18 pm","20/09/2018 3:21 pm","00:02:22",0.0396704,"","Puzzles"
"Review","","21/09/2018 8:44 am","21/09/2018 8:49 am","00:04:33",0.0758854,"","Puzzles"
"PhD","","21/09/2018 8:49 am","21/09/2018 8:52 am","00:02:53",0.0481760,"","Deep work"
"Skills","","21/09/2018 8:52 am","21/09/2018 9:04 am","00:12:20",0.2055728,"","Skills"
"Skills","","21/09/2018 9:04 am","21/09/2018 9:39 am","00:35:02",0.5841124,"","Skills"
"Puzzles","","21/09/2018 11:05 am","21/09/2018 11:14 am","00:09:29",0.1581196,"","Puzzles"
"PhD","","21/09/2018 11:14 am","21/09/2018 11:21 am","00:06:49",0.1136323,"","Deep work"
"Skills","","21/09/2018 11:21 am","21/09/2018 11:47 am","00:25:46",0.4296144,"","Skills"
"Review","","23/09/2018 7:33 am","23/09/2018 7:42 am","00:08:47",0.1465993,"","Puzzles"
"Puzzles","","23/09/2018 7:42 am","23/09/2018 7:44 am","00:01:53",0.0316066,"","Puzzles"
"PhD","","23/09/2018 7:44 am","23/09/2018 8:39 am","00:55:11",0.9198979,"","Deep work"
"Puzzles","","23/09/2018 1:52 pm","23/09/2018 2:03 pm","00:10:47",0.1797659,"","Puzzles"
"Puzzles","","23/09/2018 2:05 pm","23/09/2018 2:09 pm","00:04:02",0.0674591,"","Puzzles"
"Puzzles","","23/09/2018 2:11 pm","23/09/2018 2:18 pm","00:07:21",0.1225871,"","Puzzles"
"Puzzles","","23/09/2018 2:21 pm","23/09/2018 2:28 pm","00:06:44",0.1124388,"","Puzzles"
"Review","","23/09/2018 2:35 pm","23/09/2018 2:37 pm","00:01:46",0.0295913,"","Puzzles"
"PhD","","23/09/2018 2:37 pm","23/09/2018 2:48 pm","00:10:55",0.1821234,"","Deep work"
"Review","","23/09/2018 2:48 pm","23/09/2018 2:56 pm","00:07:54",0.1317364,"","Puzzles"
"Skills","","23/09/2018 7:41 pm","23/09/2018 8:08 pm","00:26:43",0.4454815,"","Skills"
"Skills","","24/09/2018 4:12 am","24/09/2018 4:42 am","00:29:21",0.4892040,"","Skills"
"Review","","24/09/2018 4:51 am","24/09/2018 4:57 am","00:06:16",0.1046254,"","Puzzles"
"Puzzles","","24/09/2018 4:57 am","24/09/2018 5:14 am","00:16:18",0.2717688,"","Puzzles"
"Skills","","24/09/2018 8:03 am","24/09/2018 8:39 am","00:36:19",0.6054301,"","Skills"
"Skills","","24/09/2018 12:10 pm","24/09/2018 12:12 pm","00:01:48",0.0302679,"","Skills"
"Puzzles","","24/09/2018 12:12 pm","24/09/2018 12:33 pm","00:20:47",0.3463909,"","Puzzles"
"Skills","","24/09/2018 12:34 pm","24/09/2018 12:42 pm","00:07:22",0.1229067,"","Skills"
"Puzzles","","24/09/2018 12:57 pm","24/09/2018 1:20 pm","00:23:18",0.3885335,"","Puzzles"
"Review","","24/09/2018 1:20 pm","24/09/2018 1:23 pm","00:02:12",0.0367079,"","Puzzles"
"PhD","","24/09/2018 1:23 pm","24/09/2018 1:46 pm","00:23:04",0.3845315,"","Deep work"
"Skills","","24/09/2018 2:20 pm","24/09/2018 3:07 pm","00:47:00",0.7835880,"","Skills"
"Deep work","","24/09/2018 3:22 pm","24/09/2018 4:05 pm","00:43:11",0.7198245,"","Deep work"
"Review","","24/09/2018 4:05 pm","24/09/2018 4:15 pm","00:09:45",0.1625268,"","Puzzles"
"Deep work","","24/09/2018 4:41 pm","24/09/2018 5:22 pm","00:40:38",0.6774423,"","Deep work"
"Deep work","","24/09/2018 5:45 pm","24/09/2018 6:19 pm","00:33:47",0.5631145,"","Deep work"
"Deep work","","24/09/2018 6:28 pm","24/09/2018 6:33 pm","00:04:51",0.0810420,"","Deep work"
"Puzzles","","24/09/2018 6:33 pm","24/09/2018 6:35 pm","00:02:21",0.0393564,"","Puzzles"
"Review","","24/09/2018 7:55 pm","24/09/2018 8:01 pm","00:05:42",0.0951590,"","Puzzles"
"PhD","","24/09/2018 8:01 pm","24/09/2018 8:02 pm","00:01:05",0.0181872,"","Deep work"
"Skills","","24/09/2018 8:10 pm","24/09/2018 8:24 pm","00:13:13",0.2204606,"","Skills"
"Review","","25/09/2018 2:57 am","25/09/2018 3:04 am","00:07:07",0.1186520,"","Puzzles"
"Puzzles","","25/09/2018 3:04 am","25/09/2018 3:06 am","00:01:53",0.0314917,"","Puzzles"
"Puzzles","","25/09/2018 3:06 am","25/09/2018 3:13 am","00:06:17",0.1048151,"","Puzzles"
"Review","","25/09/2018 3:13 am","25/09/2018 3:14 am","00:01:08",0.0189738,"","Puzzles"
"PhD","","25/09/2018 3:14 am","25/09/2018 3:36 am","00:22:14",0.3706694,"","Deep work"
"Puzzles","","25/09/2018 3:47 am","25/09/2018 3:54 am","00:07:03",0.1175189,"","Puzzles"
"Skills","","25/09/2018 3:57 am","25/09/2018 4:15 am","00:17:39",0.2944038,"","Skills"
"PhD","","25/09/2018 6:59 am","25/09/2018 7:05 am","00:05:38",0.0939840,"","Deep work"
"Puzzles","","25/09/2018 7:05 am","25/09/2018 7:07 am","00:02:21",0.0392825,"","Puzzles"
"PhD","","25/09/2018 7:07 am","25/09/2018 7:44 am","00:36:30",0.6083528,"","Deep work"
"Review","","25/09/2018 7:44 am","25/09/2018 7:47 am","00:03:04",0.0511284,"","Puzzles"
"Review","","25/09/2018 8:00 am","25/09/2018 8:02 am","00:01:47",0.0297885,"","Puzzles"
"Puzzles","","25/09/2018 8:03 am","25/09/2018 8:10 am","00:07:35",0.1265852,"","Puzzles"
"Puzzles","","25/09/2018 8:28 am","25/09/2018 8:30 am","00:02:17",0.0382247,"","Puzzles"
"Review","","26/09/2018 8:41 am","26/09/2018 8:47 am","00:06:16",0.1044994,"","Puzzles"
"Skills","","26/09/2018 8:47 am","26/09/2018 9:57 am","01:09:31",1.1588485,"","Skills"
"Walk","","26/09/2018 10:45 am","26/09/2018 11:16 am","00:30:55",0.5155457,"","Wellness"
"Review","","26/09/2018 12:10 pm","26/09/2018 12:18 pm","00:08:25",0.1403260,"","Puzzles"
"Skills","","26/09/2018 12:18 pm","26/09/2018 12:25 pm","00:06:58",0.1163373,"","Skills"
"Review","","28/09/2018 9:48 am","28/09/2018 9:54 am","00:05:25",0.0903437,"","Puzzles"
"Puzzles","","28/09/2018 9:54 am","28/09/2018 9:58 am","00:03:57",0.0659178,"","Puzzles"
"Puzzles","","28/09/2018 9:59 am","28/09/2018 10:00 am","00:01:11",0.0199190,"","Puzzles"
"Skills","","28/09/2018 10:01 am","28/09/2018 10:05 am","00:03:53",0.0648682,"","Skills"
"Puzzles","","28/09/2018 10:05 am","28/09/2018 10:07 am","00:02:32",0.0422785,"","Puzzles"
"Review","","28/09/2018 10:07 am","28/09/2018 10:09 am","00:01:49",0.0303865,"","Puzzles"
"PhD","","28/09/2018 12:30 pm","28/09/2018 1:20 pm","00:50:47",0.8466186,"","Deep work"
"PhD","","28/09/2018 1:30 pm","28/09/2018 1:52 pm","00:22:10",0.3697042,"","Deep work"
"PhD","","28/09/2018 9:56 pm","28/09/2018 10:18 pm","00:22:13",0.3703562,"","Deep work"
"PhD","","28/09/2018 11:23 pm","29/09/2018 12:43 am","01:19:36",1.3268503,"","Deep work"
"Review","","29/09/2018 4:03 pm","29/09/2018 4:07 pm","00:04:20",0.0724754,"","Puzzles"
"Puzzles","","29/09/2018 4:07 pm","29/09/2018 4:09 pm","00:02:11",0.0365321,"","Puzzles"
"Puzzles","","29/09/2018 4:09 pm","29/09/2018 4:13 pm","00:03:26",0.0572883,"","Puzzles"
"Puzzles","","29/09/2018 4:13 pm","29/09/2018 4:15 pm","00:02:17",0.0380819,"","Puzzles"
"Review","","29/09/2018 4:15 pm","29/09/2018 4:17 pm","00:01:41",0.0280637,"","Puzzles"
"Puzzles","","29/09/2018 4:19 pm","29/09/2018 4:23 pm","00:04:39",0.0775154,"","Puzzles"
"Deep work","","29/09/2018 5:01 pm","29/09/2018 6:03 pm","01:02:55",1.0487514,"","Deep work"
